id,tipo_es,tipo_gl,id_tipo,nombre,parroquia,barrio,calle,numero,lat,lon,codigo_postal,telefono,web
1981,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Amor de Dios,ALCABRE,BARREIRO,AVDA EUROPA,21,42.21621,-8.75849,36212,986240669,
1987,Centro Privado (CPR),Centro Privado (CPR),151,CPR Estudios Marcote,CABRAL,FONTIÑAS,AVDA PONTE (CABRAL),80,42.21494,-8.66939,36218,986378467,
5156,Centro Privado (CPR),Centro Privado (CPR),151,CPR Aloya,VIGO,VIGO,RUA COUTO (O CASTRO),2,42.23048,-8.72213,36203,986420722,http://www.aloya.es
1998,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Padre Míguez,VIGO,VIGO,RUA MONTECELO,1,42.24246,-8.70608,36207,986437723,
2028,Centro Privado (CPR),Centro Privado (CPR),151,CPR Divino Maestro,VIGO,VIGO,CMÑO CANCELO,32,42.25253,-8.69978,36207,986371686,
5157,Centro Privado (CPR),Centro Privado (CPR),151,CPR Arturo,VIGO,VIGO,RUA PI Y MARGALL,40,42.23360,-8.73034,36202,986122035,
5158,Centro Privado (CPR),Centro Privado (CPR),151,CPR Aula Estudio,,,RUA SANTA MARTA,,42.23472,-8.73066,36202,986436212,http://www.aulaestudio.com/
4631,Centro Privado (CPR),Centro Privado (CPR),151,CPR Los Olivos,VIGO,VIGO,RUA MARQUES DE ALCEDO,1,42.23261,-8.72404,36203,986420938,
5159,Centro Privado (CPR),Centro Privado (CPR),151,CPR Colegio Hogar Afundación,VIGO,VIGO,RUA FILIPINAS,6,42.22703,-8.71424,36204,986414311,
5160,Centro Privado (CPR),Centro Privado (CPR),151,CPR Fillas de María Inmaculada,VIGO,VIGO,RUA VAZQUEZ VARELA,57,42.22927,-8.71584,36204,986423988,
5161,Centro Privado (CPR),Centro Privado (CPR),151,CPR El Pilar,VIGO,VIGO,RUA VENEZUELA,20,42.23321,-8.72192,36203,986420022,
5162,Centro Privado (CPR),Centro Privado (CPR),151,CPR Marcote,CABRAL,FONTIÑAS,AVDA PONTE,80,42.21494,-8.66939,36215,986251511,
5163,Centro Privado (CPR),Centro Privado (CPR),151,CPR Martín Códax,CABRAL,PEINADOR,AVDA AEROPORTO,742,42.22901,-8.63539,36318,,
5164,Centro Privado (CPR),Centro Privado (CPR),151,CPR Mega Formación,,,RUA SANTA MARTA,,42.23533,-8.73034,36202,986233194,
5165,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Alba,VIGO,VIGO,RUA ESPERANTO,8,42.23281,-8.71020,36204,986411810,
5166,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Alborada,CANDEAN,PARACHAN,AVDA AEROPORTO,392,42.23410,-8.67036,36317,986272432,
5167,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Andersen Augalonga,VALADARES,GARRIDA,CMÑO ESCOLA ANDERSEN,28,42.16156,-8.72281,36315,986469412,
5168,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Apostol Santiago,VIGO,VIGO,RUA SANJURJO BADIA,79,42.24492,-8.70374,36207,986371011,
5169,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Atalaya - Cantabria,LAVADORES,PARDAVILA,RUA CANTABRIA,18,42.23320,-8.69651,36205,986276012,
5170,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Atlántida,VIGO,VIGO,RUA ROCIO,7,42.22181,-8.75213,36208,986233938,
5171,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Barreiro,VALADARES,CARREGAL,CTRA VALADARES,78,42.18500,-8.72235,36315,986467800,
5172,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Bouza Brey,VIGO,VIGO,RUA SAN XOAN,167,42.23810,-8.69518,36206,986377238,
5173,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Compañía de María,VIGO,VIGO,RUA ECUADOR,33,42.23382,-8.72055,36203,986436400,
5174,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Divino Salvador,CORUXO,ROZO,CTRA BAO,49,42.19417,-8.77881,36330,986490320,
5175,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Don Bosco,VIGO,VIGO,RUA ESTRADA,5,42.22047,-8.74148,36209,986231149,
5176,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe El Castro,FREIXEIRO,FREIXEIRO,AVDA GRAN VIA,171,42.22156,-8.72738,36210,986481762,
5177,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Labor,VIGO,VIGO,AVDA CAMELIAS,53,42.22976,-8.73029,36211,986414529,
5178,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Las Acacias,BEMBRIVE,RECARE,RUA PARROCHA,26,42.21475,-8.68732,36313,986278016,
5179,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Losada,LAVADORES,PARDAVILA,BDA CAPITAN,31,42.22776,-8.69180,36214,986272229,
5180,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe María Auxiliadora,,,RUA VENEZUELA,7,42.23445,-8.72425,36203,986433855,
5181,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe María Inmaculada,VIGO,VIGO,RUA PI Y MARGALL,58,42.23279,-8.73084,36202,986229520,
5182,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Mariano,VIGO,VIGO,RUA URZAIZ,122,42.23124,-8.70878,36205,986275168,
5183,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Mercantil,VIGO,VIGO,RUA TOMAS A ALONSO,56,42.22478,-8.73480,36208,986233818,
5184,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Miralba,VIGO,VIGO,AVDA GRAN VIA,164,42.22150,-8.72873,36211,986213047,
5185,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Montecastelo,LAVADORES,GANDARIÑA,RUA PAZ PARDO,84,42.21406,-8.69346,36214,986412488,
5186,Centro Privado (CPR),Centro Privado (CPR),151,CPR Plurilingüe Monterrey,,,RUA MONTECELO ALTO,41,42.24259,-8.70198,,986272047,
1904,Escola de Danza Privada (EDANPR),Escola de Danza Privada (EDANPR),159,EDANPR Danza Pasiños,VIGO,VIGO,RUA JOAQUIN LORIGA,8,42.23454,-8.72156,36203,986430607,
1929,Escola de Danza Privada (EDANPR),Escola de Danza Privada (EDANPR),159,EDANPR Esperanza Arrondo,VIGO,VIGO,RUA ROMIL,78,42.22863,-8.72955,36211,986470039,
1930,Escola de Danza Privada (EDANPR),Escola de Danza Privada (EDANPR),159,EDANPR Coppelia,VIGO,VIGO,RUA PI Y MARGALL,61,42.23345,-8.73022,36202,986425193,
1974,Escola de Danza Privada (EDANPR),Escola de Danza Privada (EDANPR),159,EDANPR Susana Castro,VIGO,VIGO,RUA CRONISTA RODRIGUEZ ELIAS,2,42.21159,-8.74718,36209,986296968,
1928,Centro de Estudios de Danza (CEDA),Centro de Estudios de Danza (CEDA),199,CEDA Elemental Coppelia,VIGO,VIGO,RUA PI Y MARGALL,61,42.23345,-8.73022,36202,986222930,
